variant,partyId,profile,seedIndex,decisions,finalScore,qualified,won,firstRoundScore,eventIdSetSize,eventIdSetHash,rankVolatility,pollStdev,rareOrChainOrConflictMoments,ideologyMoveTotal,actorMemoryEntries
E_no_ideology_effects,nouvelle_energie,cautious,1,31,85,true,true,14.5,31,7a9e3ff,0.194,1.62,2,0,3
F_no_delayed_consequences,nouvelle_energie,cautious,1,25,67,false,false,13,25,2a90f1ed,0.2,1.34,1,12.52,2
A_baseline,nouvelle_energie,cautious,2,29,81,true,false,13.7,29,a844b72e,0.103,1.23,4,13.31,1
B1_no_opportunistic_randomness,nouvelle_energie,cautious,2,31,89,true,true,14.2,31,b58ef7b6,0.032,1.7,0,6.49,0
B2_no_rare_events,nouvelle_energie,cautious,2,31,90,true,true,14.1,31,b7be5f4b,0.129,1.54,0,15.92,0
C_no_narrative_memory,nouvelle_energie,cautious,2,25,64,false,false,12.1,25,3b49c147,0.16,1.64,0,13.97,0
E_no_ideology_effects,nouvelle_energie,cautious,2,31,89,true,true,17,31,36833971,0.129,1.14,3,0,2
F_no_delayed_consequences,nouvelle_energie,cautious,2,31,89,true,true,14.1,31,57bb7fe4,0.032,1.48,1,10.65,0
A_baseline,nouvelle_energie,cautious,3,29,78,true,false,12.9,29,d788d42,0.172,1.19,2,19.46,2
B1_no_opportunistic_randomness,nouvelle_energie,cautious,3,31,93,true,true,18,31,220ddfc7,0.29,1.9,0,14.94,2
B2_no_rare_events,nouvelle_energie,cautious,3,31,92,true,true,17.2,31,9ef85449,0.226,1.56,4,9.8,4
C_no_narrative_memory,nouvelle_energie,cautious,3,31,90,true,true,16.8,31,c145d5de,0.452,1.66,1,16.06,0
E_no_ideology_effects,nouvelle_energie,cautious,3,31,88,true,true,17,31,2360d587,0.161,1.28,2,0,2
F_no_delayed_consequences,nouvelle_energie,cautious,3,31,87,true,true,13.7,31,d46acb3a,0.226,1.5,4,5.41,2
A_baseline,nouvelle_energie,cautious,4,31,90,true,true,15.1,31,d88eedec,0.323,1.59,1,9.96,3
B1_no_opportunistic_randomness,nouvelle_energie,cautious,4,25,69,false,false,13.8,25,82a10546,0.2,1.64,1,10.18,0
B2_no_rare_events,nouvelle_energie,cautious,4,31,90,true,true,15.3,31,6bd7699a,0.194,1.69,3,5.34,2
C_no_narrative_memory,nouvelle_energie,cautious,4,31,93,true,true,16.7,31,a4eb55f1,0.065,1.7,0,21.39,0
E_no_ideology_effects,nouvelle_energie,cautious,4,31,84,true,true,14,31,db787014,0.258,0.93,0,0,0
F_no_delayed_consequences,nouvelle_energie,cautious,4,31,89,true,true,15.8,31,ae4c11f9,0.258,1.22,1,8.52,3
A_baseline,nouvelle_energie,cautious,5,29,84,true,false,15.4,29,2287ae08,0.276,1.86,4,14.8,1
B1_no_opportunistic_randomness,nouvelle_energie,cautious,5,31,94,true,true,18.5,31,810ecede,0.097,1.7,5,11.22,2
B2_no_rare_events,nouvelle_energie,cautious,5,31,89,true,true,15.2,31,c1bb54a5,0.129,1.58,0,10,1
C_no_narrative_memory,nouvelle_energie,cautious,5,25,70,false,false,14.4,25,251a5750,0.28,1.64,0,14.87,0
E_no_ideology_effects,nouvelle_energie,cautious,5,31,82,true,true,12.9,31,3a4845b0,0.226,1.73,1,0,3
F_no_delayed_consequences,nouvelle_energie,cautious,5,31,92,true,true,17.5,31,a247b3d9,0.29,1.67,2,17.76,2
A_baseline,nouvelle_energie,cautious,6,31,91,true,true,16.2,31,fa8678a1,0.161,1.05,3,15.25,4
B1_no_opportunistic_randomness,nouvelle_energie,cautious,6,31,88,true,true,13.3,31,42baac6a,0.032,1.7,1,11.74,1
B2_no_rare_events,nouvelle_energie,cautious,6,31,90,true,true,16.7,31,61e166d,0.161,1.71,0,18.76,1
C_no_narrative_memory,nouvelle_energie,cautious,6,31,88,true,true,14.6,31,8ccd2a3c,0.323,1.32,2,9.03,0
E_no_ideology_effects,nouvelle_energie,cautious,6,31,88,true,true,15.5,31,19587f3f,0.129,1.58,0,0,1
F_no_delayed_consequences,nouvelle_energie,cautious,6,31,91,true,true,15.6,31,70bcc48,0.194,2.11,0,14.5,0
A_baseline,nouvelle_energie,cautious,7,31,88,true,true,13.8,31,a3838b82,0.065,1.12,2,13.01,2
B1_no_opportunistic_randomness,nouvelle_energie,cautious,7,31,90,true,true,14.6,31,bf0e81b3,0.129,1.98,1,15.39,1
B2_no_rare_events,nouvelle_energie,cautious,7,31,90,true,true,15.7,31,4cff32fc,0.226,1.46,0,9.19,1
C_no_narrative_memory,nouvelle_energie,cautious,7,25,60,false,false,12,25,ae6bdb3,0.48,1.31,0,9.98,0
E_no_ideology_effects,nouvelle_energie,cautious,7,25,63,false,false,13.1,25,44f72f76,0.36,1.56,0,0,2
F_no_delayed_consequences,nouvelle_energie,cautious,7,31,90,true,true,14.7,31,c277a6d0,0.387,1.86,3,8.22,1
A_baseline,nouvelle_energie,beginner,0,31,85,true,true,12.8,31,e2b4081d,0.194,1.74,3,13.05,2
B1_no_opportunistic_randomness,nouvelle_energie,beginner,0,31,93,true,true,18.7,31,77078571,0.226,1.73,2,8.71,0
B2_no_rare_events,nouvelle_energie,beginner,0,31,91,true,true,16.7,31,34a0120a,0.161,2.26,2,22.71,2
C_no_narrative_memory,nouvelle_energie,beginner,0,31,89,true,true,16.8,31,b2819493,0.194,1.42,2,15.89,0
E_no_ideology_effects,nouvelle_energie,beginner,0,31,86,true,true,14.7,31,d20dcd9e,0.355,1.57,0,0,1
F_no_delayed_consequences,nouvelle_energie,beginner,0,31,88,true,true,13.7,31,883b4fef,0.129,1.67,2,12.39,2
A_baseline,nouvelle_energie,beginner,1,31,90,true,true,17.5,31,a501175b,0.258,1.5,2,16.57,4
B1_no_opportunistic_randomness,nouvelle_energie,beginner,1,31,88,true,true,16,31,2fe4474a,0.129,1.68,2,19.82,3
B2_no_rare_events,nouvelle_energie,beginner,1,31,92,true,true,17.6,31,5cbb2c35,0.129,1.73,2,14.24,3
C_no_narrative_memory,nouvelle_energie,beginner,1,29,78,true,false,14.8,29,4399ef9d,0.138,1.12,0,22.24,0
E_no_ideology_effects,nouvelle_energie,beginner,1,31,87,true,true,15.5,31,e5f6f7b,0.194,1.7,2,0,4
F_no_delayed_consequences,nouvelle_energie,beginner,1,25,56,false,false,11.4,25,413206ef,0.16,1.17,2,14.18,1
A_baseline,nouvelle_energie,beginner,2,31,83,true,true,13.6,31,93fb7d16,0.032,1.25,2,25.9,1
B1_no_opportunistic_randomness,nouvelle_energie,beginner,2,31,84,true,true,13.5,31,d475010c,0.032,1.5,1,12.8,1
B2_no_rare_events,nouvelle_energie,beginner,2,31,88,true,true,14.5,31,d7b7680a,0.194,1.56,1,22.31,1
C_no_narrative_memory,nouvelle_energie,beginner,2,25,63,false,false,12.3,25,6f41a7ae,0.16,1.59,0,18.88,0
E_no_ideology_effects,nouvelle_energie,beginner,2,31,90,true,true,18.9,31,2c96bffb,0.194,1.73,2,0,2
F_no_delayed_consequences,nouvelle_energie,beginner,2,31,89,true,true,15.4,31,abe52cf6,0.097,1.83,1,17.55,0
A_baseline,nouvelle_energie,beginner,3,31,88,true,true,14.2,31,8cfcae18,0.258,1.62,5,7.56,3
B1_no_opportunistic_randomness,nouvelle_energie,beginner,3,31,90,true,true,17.4,31,697a7ffc,0.194,1.72,0,16.86,1
B2_no_rare_events,nouvelle_energie,beginner,3,31,91,true,true,17.1,31,f62f92b8,0.258,1.71,3,14.66,3
C_no_narrative_memory,nouvelle_energie,beginner,3,31,89,true,true,17.3,31,dfce86f1,0.387,1.73,0,14.49,0
E_no_ideology_effects,nouvelle_energie,beginner,3,31,87,true,true,17.1,31,2360d587,0.194,1.23,2,0,2
F_no_delayed_consequences,nouvelle_energie,beginner,3,31,85,true,true,14.8,31,343979f8,0.226,1.83,4,13.34,2
A_baseline,nouvelle_energie,beginner,4,31,89,true,true,14.8,31,f3e35495,0.323,1.54,3,15.51,2
B1_no_opportunistic_randomness,nouvelle_energie,beginner,4,31,86,true,true,14.9,31,20f45a82,0.161,1.74,0,20.72,1
B2_no_rare_events,nouvelle_energie,beginner,4,31,89,true,true,16.4,31,62e11ccd,0.258,2,2,6.01,2
C_no_narrative_memory,nouvelle_energie,beginner,4,31,91,true,true,16.5,31,b6e2ab33,0.129,1.85,1,22.58,0
E_no_ideology_effects,nouvelle_energie,beginner,4,31,87,true,true,15.4,31,db787014,0.194,1.23,0,0,1
F_no_delayed_consequences,nouvelle_energie,beginner,4,31,87,true,true,15.7,31,b41c7092,0.194,1.41,4,4.36,4
A_baseline,nouvelle_energie,beginner,5,29,82,true,false,15.3,29,b4183202,0.241,1.94,3,20.26,1
B1_no_opportunistic_randomness,nouvelle_energie,beginner,5,31,87,true,true,17,31,41f5d73b,0.258,1.49,3,16.19,4
B2_no_rare_events,nouvelle_energie,beginner,5,31,91,true,true,16.1,31,c0b82f33,0.194,1.85,0,14.25,1
C_no_narrative_memory,nouvelle_energie,beginner,5,25,72,false,false,14.2,25,ad1cbc40,0.28,1.59,0,10.02,0
E_no_ideology_effects,nouvelle_energie,beginner,5,29,75,true,false,12.9,29,de25a258,0.241,1.59,1,0,1
F_no_delayed_consequences,nouvelle_energie,beginner,5,31,85,true,true,16.7,31,13d328f9,0.258,1.52,3,21.62,2
A_baseline,nouvelle_energie,beginner,6,31,87,true,true,16.6,31,37fdcb78,0.161,1.15,0,26.56,2
B1_no_opportunistic_randomness,nouvelle_energie,beginner,6,31,89,true,true,13.9,31,42baac6a,0.032,1.8,1,20.79,1
B2_no_rare_events,nouvelle_energie,beginner,6,31,89,true,true,16.1,31,f05d4e27,0.161,1.56,0,20.31,3
C_no_narrative_memory,nouvelle_energie,beginner,6,31,84,true,true,14.8,31,7c9bcfbd,0.323,1.3,2,14.96,0
E_no_ideology_effects,nouvelle_energie,beginner,6,31,89,true,true,17.1,31,80424f12,0.129,1.9,0,0,3
F_no_delayed_consequences,nouvelle_energie,beginner,6,31,90,true,true,16.9,31,e74aa36e,0.194,1.79,3,18.02,3
A_baseline,nouvelle_energie,beginner,7,31,89,true,true,16.1,31,26acdece,0.065,1.6,2,17.44,4
B1_no_opportunistic_randomness,nouvelle_energie,beginner,7,31,87,true,true,15.3,31,60873730,0.065,1.97,4,24.1,1
B2_no_rare_events,nouvelle_energie,beginner,7,31,88,true,true,15.8,31,fca706ee,0.065,1.32,0,17.33,2
C_no_narrative_memory,nouvelle_energie,beginner,7,31,90,true,true,14.8,31,8cba625e,0.258,1.99,0,18.08,0
E_no_ideology_effects,nouvelle_energie,beginner,7,31,85,true,true,14.3,31,dc369988,0.226,1.88,0,0,2
F_no_delayed_consequences,nouvelle_energie,beginner,7,31,87,true,true,13.9,31,bbf7b7cd,0.387,1.66,2,7.03,0
